Crash Date,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Sum of Fatalities(ground),Sum of Fatalities (air),Sum of Aboard
8/6/1991,Cook Islands,Britten,Britten  Norman BN,Rarotonga Cook Islands,Avalki Air,0,6,10
8/14/1991,Romania,Ilyushin,Ilyushin IL 18VYR,Near Uricani Romania,TAROM,0,9,9
8/16/1991,India,Boeing,Boeing B 737,Imphal India,Indian Airlines,0,69,69
8/20/1991,Alaska,Britten,Britten  Norman BN,Ketchikan Alaska,Temsco Airlines ,0,4,4
8/28/1991,Oregon,Aerospatiale,Aerospatiale 350B1N64SF,Walton Oregon,Inc. Bohemia - Taxi Air,0,3,3
9/3/1991,Indonesia,Britten,Britten  Norman BN,Sampit Indonesia,Dirgantara Air Services,0,3,10
9/4/1991,Malaysia,Shorts,Shorts SC 7 Skyvan 3,Long Seridan Malaysia,Udara Rajawaldi Airtech,0,14,20
9/11/1991,Texas,Embraer 120RT,Embraer 120RT BrasiliaN33701,Near Eagle Lake Texas,Express Continental,0,14,14
9/16/1991,USSRAeroflot,Antonov,Antonov AN 72CCCP,Petropavlosk USSRAeroflot,Aeroflot,0,13,13
9/17/1991,"Djibouti
	Djibouti",Lockheed,Lockheed L 100,"Djibouti City Djibouti
	Djibouti",DjiboutiDjibouti City          City,0,4,4
9/18/1991,Vermont,Convair,Convair CV 580C,Belvedere Center Vermont,Cargo Canair,0,2,2
9/23/1991,Russia,Antonov,Antonov 12BPCCCP 13320,Khatanga Russia,Aeroflot,0,1,16
9/26/1991,USSRAeroflot,Antonov,Antonov AN 26CCCP,Off St. Petersburg USSRAeroflot,Aeroflot,0,10,10
9/27/1991,Solomon Islands,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300H4,Guadalcanal Island Solomon Islands,Solomon Airlines,0,15,15
10/5/1991,Indonesia,Lockheed,Lockheed C 130H,Near Jakarta Indonesia,Force Air Indonesian - Military,2,134,134
10/13/1991,Venezuela,Bell 214,Bell 214 STYV O,Aponguao Falls Venezuela,EDELCA,0,12,12
10/25/1991,Indonesia,Britten,Britten  Norman BN2A,Tumbang Miri Indonesia,Bali International Air Service,0,17,17
10/25/1991,California,Bell 206B,Bell 206B helicopterN3456M,Vallejo California,Corporate Mobility Inc-Private,0,3,3
10/30/1991,Ellesmere,Lockheed,Lockheed CC 130E130322,Near Point Alert Ellesmere,NWT          Island,0,5,18
11/1/1991,USSRMilitary,Mil,Mil Mi 8 (helicopter)?,Near Karakent USSRMilitary,Force Air Azerbaijan -,0,40,40
11/7/1991,Russia,Yakovlev,Yakovlev YAK 40CCCP,Makhackala Russia,Aeroflot,0,51,51
11/11/1991,Brazil,Embraer 110P1,Embraer 110P1 BandeirantePT SCU,Recife Brazil,Aereas Linhas Nordeste,2,15,15
11/16/1991,Russia,Antonov,Antonov AN 12V?,Anderma Russia,Aeroflot,0,20,20
11/20/1991,USSRMilitary,Mil,Mil Mi 8 (helicopter)?,Nagoro-Karabak USSRMilitary,Force Air Soviet -,0,23,23
11/20/1991,California,Bell,Bell 206BN5011K,Davis California,Inc. Helicopters Airis - Taxi Air,0,3,3
11/25/1991,Mozambique,Douglas,Douglas C 47B,Sena Mozambique,STASA,0,1,3
11/26/1991,Russia,Antonov,Antonov AN 24CCCP,Near Bugulma Russia,Tartarstan Airlines ,0,41,41
11/29/1991,Brazil,Embraer,Embraer C 95C BandeiranteFAB2333,Guaratingueta AB Brazil,Brasileira Aérea Força - Military,0,16,16
12/22/1991,Germany,Douglas,Douglas DC 3AD,Heidelberg Germany,Classic Wings,0,27,30
12/27/1991,Sweden,Mc Donnell Douglas,Mc Donnell Douglas MD 81OY,Stockholm Sweden,Scandinavian Airlines (SAS),0,0,129
12/29/1991,Taiwan,Boeing,Boeing B 747,Wanli Taiwan,China Airlines (Taiwan),0,5,5
1/20/1992,near,Airbus,Airbus A320 111F,Mt. Saint-Odile near,France          Strasbourg Air Inter,0,87,96
1/28/1992,Azerbaijan,Mil,Mil Mi 8 (helicopter)?,Near Stepanakert Azerbaijan,Force Air Azerbaijan - Military,0,47,47
2/3/1992,Brazil,Embraer 110C,Embraer 110C BandeirantePT TBB,Caetite Brazil,Aéreas Linhas Nordeste,0,12,12
2/6/1992,Indiana,Lockheed,Lockheed C 130B Hercules58,Evansville Indiana,U.S. Air Force - Military,12,5,5
2/9/1992,Senegal,Convair,Convair CV  640N862FW,Near Kafountine Senegal,Gambcrest,0,30,56
2/15/1992,Ohio,McDonnell Douglas,McDonnell Douglas DC 8,Toledo Ohio,ATI,0,3,4
2/20/1992,Argentina,Boeing,Boeing B 747?,En route from Argentina  to  CaliforniaAerolineas Argentinas,Aerolineas Argentinas,0,1,0
3/2/1992,Bolivia,Curtiss,Curtiss C 46TCP,Beni Bolivia,Rita Santa Frigorifico,0,5,5
3/12/1992,Congo,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300TN,Etsouali Congo,Congo Lina,0,3,8
3/22/1992,U.S.A.,Fokker,Fokker F 28 Fellowship 4000N485US,La Guardia Airport  new York,USAir,0,27,51
3/24/1992,Greece,Boeing,Boeing 707 321CST,Athens Greece,Cargo Air Star Golden,0,7,7
4/4/1992,Russia,Let,Let 410UVPCCCP 67130,Near Baikov Russia,Kamchatavia,0,1,12
4/7/1992,Libya,Antonov,Antonov AN 24RVJ5,Near Sarra Libya,Bissau Air,0,3,13
4/10/1992,Taiwan,Britten Norman,Britten Norman BN 2A,Off Orchid Island Taiwan,Taiwan Airlines ,0,7,10
4/14/1992,Kenya,De Havilland,de Havilland DHC 5 Buffalo218,Nairobi Kenya,Force Air Kenyan - Military,6,46,46
4/16/1992,Papua,Embraer 110P1,Embraer 110P1 BandeiranteP2 RDS,Near Goroka Papua,GuineaTalair New,0,11,15
4/22/1992,California,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 200N141PV,Perris Valley California,Aviation Valley Perris,0,16,22
4/22/1992,Hawaii,Beechcraft,Beechcraft E18SN342E,Mt. Haleakala Hawaii,Scenic Air Tours,0,9,9
4/26/1992,Iran,Fokker,Fokker F 27 Friendship 400M5,Saveh Iran,Saha Airline Services,0,39,39
6/6/1992,Panama,Boeing,Boeing B 737,Tucuti Panama,COPA (Panama),0,47,47
6/7/1992,Puerto Rico,CASA 212 Aviocar,CASA 212 Aviocar 200N355CA,Mayaguez Puerto Rico,Eagle RicoAmerican,0,5,5
6/22/1992,Russia,Antonov,Antonov AN 12CCCP,Norlisk Russia,Krasnoyarsk Airlines,0,10,12
6/22/1992,Brazil,Boeing,Boeing 737 2A1CPP,Cruzeiro do Sul Brazil,VASP,0,3,3
7/5/1992,Sri Lanka,Shaanxi,Shaanxi Y 8DCR872,Near Iyakochchi Sri Lanka,Force Air Lanka Sri - LankaMilitary,0,19,19
7/13/1992,Alaska,Shorts,Shorts SC 7 Skyvan 3A,Bethel Alaska,Arctic Circle Air Service,0,1,1
7/14/1992,Azerbaijan,Antonov,Antonov AN 12VCCCP,Near Nakhichevan Azerbaijan,Force Air Russian - Military,0,29,34
7/14/1992,Yemen,Antonov,Antonov AN 12?,Near Bir Fadl Yemen,Force Air Yemen Unified - Military,0,57,57
7/20/1992,Georgia,Tupolev,Tupolev TU 154BCCCP,Tbilisi Georgia,Georgian Air,4,24,24
7/24/1992,Macedonia,Antonov,Antonov 12BKCCCP 11342,Near Skopje Macedonia,Volga-Dnepr Airlines ,0,8,8
7/27/1992,Mexico,Vickers 798D,Vickers 798D ViscountXA SCM,Near Mexico City Mexico,Eslava Aero,0,4,4
7/30/1992,U.S.A.,Lockheed,Lockheed L 1011N11002,JFK Airport  new York,Trans World Airlines,0,0,292
7/31/1992,Nepal,Airbus,Airbus A310 304HS,Near Kathmandu Nepal,Airways Thai,0,113,113
7/31/1992,Jiangsu,Yakovlev,Yakovlev YAK 42DB,Nanjing Jiangsu,China China General Aviation Corporation,0,108,126
8/21/1992,Bolivia,Convair,Convair CV 440,Colorado Bolivia,Ana Santa Aereos Servicios,0,10,10
8/25/1992,Arizona,Swearingen,Swearingen SA 227AC Metro IIIN342AE,Hot Springs Arizona,Lone Star Airlines ,0,3,3
8/27/1992,Russia,Tupolev,Tupolev TU 134ACCCP,Near Ivanovo Russia,Aeroflot,0,84,84
8/27/1992,Manitoba,de Havilland Canada,de Havilland Canada DHC 4T CaribouN400NC,Gimli Manitoba,Canada New,0,3,3
8/27/1992,Peru,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300FAP304,Near Iquitos Peru,TANS - Peruvian Air Force - Military,0,8,41
8/31/1992,Angola,Douglas,Douglas DC 3ZS,Jamba Angola,Professional Aviation Services,0,3,17
9/10/1992,Peru,Fokker,Fokker F 27 Friendship 500OB,Bellavista Peru,Aéreo Expresso,1,1,43
9/12/1992,Russia,Mil,Mil Mi 8 (helicopter)RA,Kozyrevsk Russia,Kamchatka Airlines,0,9,16
9/16/1992,Hawaii,Aerospatiale,Aerospatiale AS 350BN350SM,Hana Hawaii,Inc. Helicopters Hawaii - Taxi Air,0,7,7
9/18/1992,Netherlands,Douglas,Douglas C 118AYV,Off Curacao Netherlands,Ejecutivos AntillesAero,0,3,3
9/19/1992,Colombia,Curtiss,Curtiss C 46F,Bogota Colombia,Colombia Avesca,0,11,11
9/21/1992,Russia,Mil,Mil Mi 8 (helicopter)RA,Near Kular Russia,Yakutavia,0,10,10
9/26/1992,Nigeria,Lockheed,Lockheed C 130HNAF911,Near Lagos Nigeria,Force Air Nigerian Federal - Military,0,158,158
9/28/1992,Nepal,Airbus,Airbus A300B4 203AP,Near  Kathmandu Nepal,Pakistan International Airlines,0,167,167
10/4/1992,Netherlands,Boeing,Boeing B 747,Amsterdam Netherlands,Al El,39,4,4
10/7/1992,West Virginia,Lockheed,Lockheed C 130E Hercules63,Berkeley Springs West Virginia,U.S. Airforce - Miltiary,0,6,6
10/8/1992,China,Avia,Avia 14M 40B,Near Dingxi China,Wuhan Airlines,0,14,35
10/9/1992,Somalia,Antonov,Antonov 32CCCP 48088,Mogadiscio Somalia,Association Production Kiev,0,1,13
10/18/1992,Jawa,CASA,CASA 235 10PK,Near Garut Jawa,Indonesia Merpati Nusantara Airlines,0,31,31
10/19/1992,Russia,Antonov,Antonov AN 28CCCP,Near Usti Nem Russia,Avia Syktyvkar,0,15,16
10/21/1992,Peru,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300FAP306,Near Lake Caballochoa Peru,Force Air Peruvian - Military,0,8,11
10/29/1992,Russia,Antonov,Antonov AN 8CCCP,Chita Russia,Aeroflot,0,13,14
11/11/1992,India,Mil,Mil Mi 8 (helicopter)?,Off Bombay India,Force Air Indian - Military,0,20,20
11/11/1992,Russia,Antonov,Antonov AN 22ACCCP,Near Tver Russia,Force Air Russian - Military,0,33,33
11/14/1992,Vietnam,Yakovlev,Yakovlev YAK 40VN,Near Nha Trang Vietnam,Vietnam Airlines ,0,30,31
11/15/1992,Dominican,Ilyushin,Ilyushin IL 18DCU,Near Porto Plata Dominican,Charter - RepublicAerocaribbean,0,34,34
11/24/1992,China,Boeing,Boeing B 737,Near Guilin China,China Southern Airlines ,0,141,141
11/30/1992,Montana,Lockheed,Lockheed C 141B / Lockheed C141B650255/660142,Near Harlem Montana,U.S. Air Force - Military,0,13,13
12/9/1992,Mexico,Britten,Britten  Norman BN,Uruapan Mexico,Sudpacifico Aero,0,9,9
12/13/1992,Congo,Fokker,Fokker F 27 Friendship 400M9Q,Goma Congo,Scibe Airlift Cargo,0,37,37
12/14/1992,Georgia,Mil Mi 8T,Mil Mi 8T (helicopter)?,Lata Georgia,Force Air Russian - Military,0,61,61
12/21/1992,Algarve,McDonnell Douglas,McDonnell Douglas DC 10,Faro Algarve,Portugalc Holland NV,0,56,340
12/22/1992,Libya,Boeing,Boeing B 727,Tripoli Libya,Force Air Libya  - Military / Airlines Arab Libya,0,157,157
1/3/1993,Utah,Bell,Bell 206B3N1078V,Ogden Utah,Inc. Helicopters Coast South - Taxi Air,0,4,4
1/6/1993,France,de Havilland Canada,de Havilland Canada DHC 8,Paris France,Cityline Lufthansa,0,4,23
1/9/1993,Indonesia,Hawker Siddeley,Hawker Siddeley HS 748,Surabaya Indonesia,Bourag Indonesia Airlines,0,17,44
1/13/1993,England,Embraer 110P1,Embraer 110P1 BandeiranteG ZAPE,Sellafield England,Airways Titan,0,2,2
1/14/1993,British,Douglas,Douglas C 47AC,Near Bronson Creek British Canada,Colombia Central Mountain Air Services,0,2,2
1/27/1993,Democratic Republic of Congo,Nord,Nord 262A 449Q,Kinshasa Democratic Republic of Congo,Trans Service Airlift,0,3,21
1/31/1993,Indonesia,Shorts,Shorts SC 7 Skyvan 3,Sumatra Indonesia,Pan Malaysian Air transport,0,16,16
2/8/1993,Iran,Tupolev,Tupolev TU 154M / Sukhoi Su,Near Tehran Iran,Force Air Iranian - Military  /  Tours Air Iran,0,133,133
2/10/1993,Afghanistan,Mil,Mil Mi 8?,Near Daraim Afghanistan,Force Air Republican Afghan - Military,0,30,30
2/20/1993,Colombia,Convair,Convair CV 440HP,Bogota Colombia,Panama Three Cargo,0,2,2
2/28/1993,Taiwan,Dornier,Dornier 228 201B,Off Green Island Taiwan,Formosa Airlines,0,6,6
3/5/1993,Macedonia,Fokker,Fokker 100PH KXL,Skopje Macedonia,Macedonian Palair,0,83,97
3/23/1993,Brazil,Embraer,Embraer EMB 110 BandeirantePP,Near Tangara de Serra Brazil,Aereas Linhas Oeste,0,6,6
3/31/1993,Alaska,Boeing,Boeing B 747,Anchorage Alaska,Japan Air Lines,0,0,5
4/1/1993,Tennesee,Fairchild,Fairchild SA227 TTN500AK,Blountville Tennesee,Private,0,4,4
4/2/1993,Venezuela,McDonnell Douglas,McDonnell Douglas DC 9,Off Margarita Island Venezuela,Linea Aeropostal Venezolana,0,11,11
4/6/1993,Alaska,McDonnell Douglas,McDonnell Douglas MD 11B,950 nm S of  Shemya Alaska,China Eastern Airlines,0,2,264
4/19/1993,Iowa,Mitsubishi,Mitsubishi MU 2B,Zwingle Iowa,Private,0,8,8
4/23/1993,Mongolia,Antonov,Antonov AN 26BBHMAY,Zavnah Mongolia,Mongolian Airlines - MIAT,0,32,40
4/26/1993,India,Boeing,Boeing B 737,Aurangabad India,Indian Airlines,0,55,118
4/27/1993,Afghanistan,Antonov,Antonov AN 32?,Near Kholm Afghanistan,Force Air Republican Afghan - Military,0,76,76
4/27/1993,Gambia,de Havilland  Canada,de Havilland  Canada  DHC 5D BuffaloAF,Off  Libreville Gambia,Force Air Zambian - Military,0,30,30
5/11/1993,Fiji,Britten,Britten  Norman BN,Suva Fiji,Fiji Air,0,2,2
5/15/1993,Mexico,Douglas,Douglas DC 6BFXA,Near Cancun Mexico,Caribe del Carga,0,3,5
5/19/1993,Colombia,Boeing,Boeing B 727,Near Medellin Colombia,Colombia SAM,0,132,132
6/6/1993,Colombia,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300HK,El Yopal Colombia,Aerotaca,0,2,2
6/9/1993,New Guinea,Britten,Britten  Norman  BN,Gulgubip Papua New Guinea,Southwest Air,0,9,11
6/16/1993,Indonesia,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300PK,Nabire Indonesia,Merpati Nasantra Airlines,0,1,3
6/17/1993,Georgia,Antonov,Antonov AN 26RA,Near Tbilisi Georgia,Tajikistan Airlines ,0,41,41
7/1/1993,Irian,Fokker,Fokker F 28 Fellowship 3000PK,Sorong Irian,Indonesia          Jaya Merpati Nusantara Airlines,0,41,43
7/6/1993,Georgia,Mil,Mil Mi 8?,Near Ochamchire Georgia,Force Air Georgian - Military,0,23,23
7/12/1993,Alabama,"Helicopter, Hughes","Helicopter, Hughes 369HSN9116F",Talladega Alabama,Private,0,1,2
7/23/1993,China,British Aerospace,British Aerospace 146 300B,Yinchuan China,China Northwest Airlines,0,55,113
7/26/1993,South Korea,Boeing,Boeing B 737,Haenam South Korea,Asiana Airlines,0,68,110
7/30/1993,Malaysia,Shorts,Shorts SC 7 Skyvan 3,Serawak Malaysia,Airways Hornbill,0,1,17
7/31/1993,Nepal,Dornier,Dornier Do 228,Devghat Nepal,Everest Air,0,19,19
8/18/1993,Guantanamo,McDonnell Douglas,McDonnell Douglas DC 8,Leeward Point Airfield Guantanamo,Cuba          Bay American International Airways,0,0,3
8/26/1993,Russia,Let,Let 410UVP ERA,Near Aldan Russia,Sakha Airlines,0,24,24
8/28/1993,Tajikistan,Yakovlev,Yakovlev YAK 40CCCP,Khorag Tajikistan,Tajikistan Airlines ,0,82,86
9/14/1993,Poland,Airbus,Airbus A320 211D,Warsaw Poland,Lufthansa,0,2,70
9/21/1993,Georgia,Tupolev,Tupolev TU 134ACCCP,Sukhumi Georgia,Transair Airlines,0,27,27
9/22/1993,Georgia,Tupolev,Tupolev TU 154BCCCP,Sukhumi Georgia,Transair Airlines,0,108,132
10/4/1993,Georgia,Mil,Mil Mi 8 (helicopter)?,Near Svanetia Georgia,Force Air Georgian - Military,0,60,60
10/25/1993,New Zealand,GAF Nomad,GAF Nomad N 22ZK,Franz Josef Glacier New Zealand,Hibiscus Air,0,9,9
10/26/1993,China,McDonnell Douglas,McDonnell Douglas MD 82B,Fuzhou China,China Eastern Airlines,0,2,80
10/27/1993,Norway,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300LN,Near Namsos Norway,Flyveselksap Wideroe's,0,7,20
11/10/1993,Canada,Hawker Siddeley,Hawker Siddeley HS 748,Sandy Lake Canada,Manitoba Air,0,7,7
11/13/1993,China,McDonnell Douglas,McDonnell Douglas MD 82B,Urumqi China,China Nothern Airlines,0,12,102
11/15/1993,Iran,Antonov,Antonov AN 124RA,Near Kerman Iran,Avialinii Magistralnye,0,17,17
11/20/1993,Macedonia,Yakovlev,Yakovlev YAK 42DRA,Near Ohrid Macedonia,Aviaimpex (Macedonia),0,116,116
12/1/1993,Minnesota,British Aerospace Jetstream,British Aerospace Jetstream BA 3100N334PX,Hibbing Minnesota,Airlink Northwest - Airlines Express,0,18,18
12/3/1993,NWT,Britten Norman,Britten Norman BN 2A Trislander7C,Tuktoyaktuk NWT,Canada Arctic Wings & Rotors,0,7,7
12/9/1993,Senegal,DHC,DHC  6 Twin Otter 300 / NAMC YS,Off Dakar Senegal,Airways Gambia / Senegal Air,0,3,3
12/13/1993,Laos,Yunshuji,Yunshuji Y 12,Phonesavanh Laos,Aviation Lao,0,18,18
12/15/1993,Philippines,Lockheed,Lockheed C 130H4761,Near Naga Philippines,Force Air Philippine - Military,0,29,29
12/26/1993,Armenia,Antonov,Antonov AN 26RA,Gyumri Armenia,Kuban Airlines,0,36,36
1/3/1994,Siberia,Tupolev,Tupolev TU 154MRA,Near Mamony Siberia, Baikal Air,1,124,124
1/7/1994,Ohio,British Aerospace Jetstream,British Aerospace Jetstream 4101N304UE,Columbus Ohio,Express) (United Airlines Coast Atlantic,0,5,8
2/24/1994,Russia,Antonov,Antonov AN 12VRA,Nalchik Russia,North Western Air Transport,0,13,13
2/25/1994,Peru,Yakovlev,Yakovlev YAK 40OB,Near Carpish Peru,Aéreo Expresso,0,31,31
2/25/1994,England,Vickers 813,Vickers 813 ViscountG OHOT,East Midlands England,British World Airways,0,1,2
3/2/1994,U.S.A.,McDonnell Douglas,McDonnell Douglas MD 82N18835,New York,Continental Airlines,0,0,116
3/8/1994,India,Boeing,Boeing 737 2R4CVT,New Delhi India,Sahara,0,4,4
3/14/1994,Kenya,Lockheed,Lockheed C 130H Hercules69,Off Malindi Kenya,U.S. Air Force - Military,0,8,8
3/17/1994,Iran,Lockheed Hercules,Lockheed Hercules C 1305,Near NagMilitary - Iranian Air Force,Iranian Air Force - Military,0,32,32
3/18/1994,Florida,Grumman,Grumman G 73T Turbo MallardN150FB,Key West Virginia Florida,Chalk's International Airlines,0,2,2
3/18/1994,Washington,Douglas,Douglas DC 3CN3433Y,Spokane Washington,Salair,0,2,2
3/21/1994,Australia,Britten,Britten  Norman BN,Weipa Australia,Aurukun Air Services,0,6,6
3/23/1994,Russia,Airbus,Airbus A310 304F,Near Mezhdurechensk Russia,Airways International Russian Aeroflot,0,75,75
4/3/1994,Nevada,Bell,Bell 206B3N27736,Lamoille Nevada,Inc. Services Aero El - Taxi Air,0,5,5
4/4/1994,Netherlands,Saab,Saab 340BPH KSH,Amsterdam Netherlands,Cityhopper KLM,0,3,24
4/6/1994,Rwanda,Dassault Falcon,Dassault Falcon 509XR NN,Kigali Rwanda,Government Rwanda,0,12,12
4/6/1994,Ecuador,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300FAE450,Ambato Ecuador,TAME,0,17,17
4/14/1994,Northern Iraq,Sikorsky,Sikorsky UH 60 / Sikorsky UH,Northern Iraq,U.S. Army - Military,0,26,26
4/25/1994,Indonesia,Britten Norman,Britten Norman BN 2A,Nanga Pinoh Indonesia,Dirgantara Air Services,0,11,11
4/26/1994,Aichi,Airbus,Airbus A300B4 622RB,Near Komaki Aichi,Japan China Airlines (Taiwan),0,264,271
5/7/1994,Brazil,Embraer 110,Embraer 110 BandeirantePT GJW,Sao Gabriel Brazil,Aero Taxi Rico,0,8,16
5/23/1994,Colombia,Pilatus,Pilatus Britten Norman BN,Loma Linda Colombia,Arall,0,4,11
5/28/1994,Colombia,Douglas,Douglas DC 3 (C,Near Villavicencio Colombia,Colombia Transoriente,0,7,29
6/2/1994,Scotland,Boeing Vertol Chinook,Boeing Vertol Chinook HC 2 (helicopter)ZD576,Near Campbeltown Scotland,Force Air Royal - Military,0,29,29
6/6/1994,China,Tupolev,Tupolev TU 154MB,Near Xi'an China,China Northwest Airlines,0,160,160
6/13/1994,Mexico,Swearingen SA.226TC Metro,Swearingen SA.226TC Metro IIXA SLU,Near Uruapan Mexico,Cuahonte Aerolineas,0,9,9
6/18/1994,Indonesia,Fokker,Fokker F 27 Friendship 500FPK,Mt.  Kalora Indonesia,Merpati Nusantra Airlines,0,12,12
6/18/1994,Virgin Islandsia,Learjet,Learjet 25DXA BBA,Chantilly Virgin Islandsia,TAESA,0,12,12
6/26/1994,Ivory,Fokker,Fokker F 27 Friendship 400MTU,Abidjan Ivory,Ivorie CoastAir,0,17,17
6/29/1994,Afghanistan,Antonov,Antonov AN 32?,Near Logar Afghanistan,Militia Dostum-Galboddin - Military,0,50,70
6/30/1994,France,Airbus,Airbus A330 321F,Toulouse-Blagnac France,Industrie Airbus,0,7,7
7/1/1994,Mauritania,Fokker,Fokker F 28 Fellowship 40005T,Near Tidjika Mauritania,Mauritanie Air,0,80,93
7/2/1994,North,McDonnell Douglas,McDonnell Douglas DC 9,Charlotte North,CarolinaUSAir,0,37,57
7/14/1994,Hawaii,Aerospatiale,Aerospatiale AS350DN151BH,Hanalei Hawaii,Ltd. Helicopters Papillion - Taxi Air,0,3,7
7/17/1994,Martinique,Britten,Britten  Norman BN,Near Fort de France Martinique,Martinique Air,0,6,6
7/17/1994,Democratic Republic of Congo,Yakovlev,Yakovlev 40DRA 87256,Boma Democratic Republic of Congo,Sankuru Air Service ,0,5,9
7/19/1994,Panama,Embraer 110P1,Embraer 110P1 BandeiranteHP 1202AC,Colon Panama,Chiricanas Alas,0,21,21
7/26/1994,Indonesia,Sikorsky,Sikorsky S 58ETPK,East Kalimantan Indonesia,Airfast Services,0,18,18
8/5/1994,Russia,Antonov,Antonov AN 12?,Near Boda Russia,Force Air Russian - Military,0,47,47
8/7/1994,Alaska,De Havilland,de Havilland DHC 2N126UA,Kodiak Alaska,Inc. Services Air Uyak - Taxi Air,0,6,7
8/10/1994,South Korea,Airbus,Airbus A300B4 622RHL,Cheju South Korea,Korean Airlines,0,0,160
8/11/1994,Alaska,De Havilland,de Havilland DHC 2N17394,Alsworth Alaska,Inc. Services Air Talon - Taxi Air,0,3,3
8/12/1994,U.S.A.,Bell,Bell 206L 4N124NH,Whiting New,Helicopters National - Taxi JerseyAir,0,3,3
8/21/1994,Morocco,Aerospatiale,Aerospatiale ATR 42,Near Agadir Morocco,Maroc Air Royal,0,44,44
9/8/1994,Pennsylvania,Boeing,Boeing B 737,Near Aliquippa Pennsylvania,USAir,0,132,132
9/13/1994,Nigeria,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 3005N,Near Abuja Nigeria,Charter - Aerocontroctors,0,3,5
9/17/1994,Canada,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 100C,Fish Egg Inlet Canada,Pacific Coastal Airlines,0,3,4
9/18/1994,Algeria,BAC,BAC One Eleven 515FB5N,Tamanrasset Algeria,Oriental Airlines,0,5,39
9/23/1994,Hong Kong,Lockheed,Lockheed L 100,Kowloon Bay Hong Kong,Heavylift Cargo Airlines,0,6,12
9/26/1994,Russia,Yakovlev,Yakovlev YAK 40RA,Near Vanavera Russia,Cheremshanka Airlines,0,28,28
9/28/1994,Paraguay,Douglas,Douglas C 47DFAP2009,Bahia Negra Paraguay,Paraguay TAM,0,1,27
9/30/1994,Russia,Antonov,Antonov AN 8RA,Chaibukha Russia,Association Production Aviation Arsenyev,0,8,20
10/8/1994,Colombia,Antonov,Antonov AN 32BHK3929X,Mitu Colombia,SELVA,0,10,10
10/12/1994,near,Fokker,Fokker F 28 Fellowship 1000EP,Krakas Mountains near,Iran          Natanz Iran Asseman Airlines,0,66,66
10/14/1994,Brazil,Lockheed,Lockheed C 130EC,Near Formoso do Aragala Brazil,Force Air Brazilian - Military,0,21,21
10/26/1994,Angola,Mil,Mil Mi 8MTV (helicopter)H534,Near Cuito Angola,Force Air Angolan - Military,0,22,22
10/29/1994,Russia,Antonov,Antonov AN 12ARA,Near Ust'-Ilimsk Russia,Aeronica,0,23,23
10/29/1994,Russia,Antonov,Antonov AN 2RA,Batagaj Russia,Yakutavia,0,7,19
10/31/1994,Indiana,ATR,ATR  72,Roselawn Indiana,Eagle American,0,68,68
11/1/1994,Mexico,Bell,Bell 212XA SVS,Off Cozumel Mexico,Pegaso Aereos Transportes,0,14,14
11/4/1994,Indonesia,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 100PK,Near Nabire Indonesia,Trigana Air Service,0,4,4
11/5/1994,Peru,Yakovlev,Yakovlev YAK 40OB,Saposa Peru,Amazonica SA,0,6,30
11/16/1994,California,Beechcraft,Beechcraft C99N63995,Avenal California,Ameriflight,0,1,1
11/22/1994,U.S.A. Guinea,Britten Norman,Britten Norman BN 2A TrislanderP2,Papua New GuineaSouthWest Virgin Islandsia Air,Southwest Air,0,7,7
11/22/1994,Missouri,McDonnell Douglas,McDonnell Douglas DC 9,Bridgeton Missouri,Trans World Airlines,0,2,142
11/25/1994,Angola,Mil,Mil Mi 17 (helicopter)H584,Near Cuito Angola,Force Air Angolan - Military,0,22,22
12/10/1994,Pacific Ocean,Boeing,Boeing B 747,Pacific Ocean,Philippine Air Lines,0,1,293
12/13/1994,North,British Aerospace Jetstream,British Aerospace Jetstream 3201N918AE,Morrisville North,Eagle CarolinaAmerican,0,15,20
12/15/1994,Angola,Douglas,Douglas DC 3N96BF,Lobito Angola,SL Aviation Services,0,2,2
12/17/1994,U.S.A.,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 200P2,Papua New,Fellowship Aviation GuineaMissionary,0,28,28
12/17/1994,Venezuela,Douglas,Douglas C 47A,Cerro Aicha Venezuela,Servivensa,0,7,9
12/21/1994,England,Boeing,Boeing 737 2D6C7T,Coventry England,Aviation Phoenix,0,5,5
12/26/1994,Algeria,Airbus,Airbus A300B2 1CF,Algiers Airport Algeria,Air France,3,3,239
12/29/1994,Turkey,Boeing,Boeing B 737,Near Van Turkey,Turkish Airlines (THY),0,57,76
1/5/1995,Iran,Lockheed 1329 Jetstar,Lockheed 1329 Jetstar 81003,Isfahan Iran,Force Air Iranian - Military,0,12,12
