Crash Date,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Sum of Fatalities(ground),Sum of Fatalities (air),Sum of Aboard
4/14/1931,Germany,Messerschmitt,Messerschmitt M 20D,Near Letschen Germany,Deutsche Lufthansa,0,2,10
5/5/1931,California,Boeing,Boeing 40NC5390,Burbank California,Pacific Air transport,0,2,2
5/22/1931,Australia,Junkers,Junkers W 34VH,Wampit Australia,Airways Guiena,0,1,1
5/24/1931,Pennsylvania,Boeing,Boeing 95NC397E,Bellefonte Pennsylvania,National Air transport,0,1,1
6/7/1931,Burma,Fokker,Fokker F VIIBPH,Near Sandoway Burma,Orient Air,0,4,4
6/11/1931,Ohio,Lockheed Vega,Lockheed Vega 2NC857E,Walbridge Ohio,Rubner Flying Service,0,2,3
6/13/1931,Germany,Dornier,Dornier MerkurD 1455,Saarbrucken Germany,Deutsche Lufthansa,0,4,4
7/12/1931,Illinois,Lockheed,Lockheed VegaNC8497,Chicago Illinois,Braniff Airlines,0,2,2
7/14/1931,Australia,Lasco,Lasco LascowlVH UGF,Temora Australia,Australian Aerial Services,0,2,2
7/21/1931,Illinois,Pitcairn,Pitcairn PA 6 Mailwing?,Central African Republicia Illinois,Airways American,0,1,1
7/24/1931,Bulgaria,Fokker,Fokker F VIIF,Kurudjevo Bulgaria,CIDNA,0,7,7
8/9/1931,Ohio,Ford,Ford 5 AT,Cincinnati Ohio,Airways American,0,6,6
9/14/1931,Illinois,Lockheed,Lockheed VegaNC606,Chicago Illinois,Airways Chicago-Detroit,0,1,1
9/15/1931,Oltenia,Fokker,Fokker F VIIb,Near Craiova Oltenia,Romania CIDNA,0,6,6
9/16/1931,California,Boeing,Boeing 40NC10347,Oakland California,Pacific Air transport,0,4,4
10/6/1931,Canada,Heinkel,Heinkel HE 2D,Novia Scotia Canada,Deutsche Lufthansa,0,3,3
10/14/1931,Brazil,Dornier,Dornier WalP BALSA,BrazilSyndicato Condor,Condor,0,3,3
11/5/1931,U.S.A.,Lockheed Orion,Lockheed Orion 9NC12221,Camden New Jersey,NY,0,5,5
11/13/1931,South,De Havilland,De Havilland DH.80ZS ACD,Sir Lowry's pass South,Airways AfricaUnion,0,3,3
11/23/1931,Utah,Boeing,Boeing 40NC7465,Salt Lake City Utah,Boeing Air transport,0,1,1
11/24/1931,China,Stinson?,Stinson?,Near Tsinan China,Corporation Aviation National China,0,3,3
11/26/1931,Washington,Boeing,Boeing 40NC10338,Pasco Washington,Varney Air Lines,0,1,1
12/5/1931,Illinois,Lockheed Vega,Lockheed Vega 5NC433E,Kewanee Illinois,Airways Braniff,0,2,6
12/6/1931,Thailand,Fokker,Fokker F VIIb,Bangkok Thailand,Royal Dutch Airlines KLM,0,5,7
12/9/1931,Algiers,Cams,CAMS 56F AIOX,Off AlgiersAeropostale,Aeropostale,0,2,2
12/31/1931,Ohio,Fairchild Pilgrim,Fairchild Pilgrim 100A?,Springfield Ohio,Airways American,0,4,5
1/21/1932,Ilinois,Stinson,Stinson SM 2ANC443H,Colvin Park Ilinois,Airways Northwest,0,1,1
1/29/1932,California,Stinson,Stinson SM 6000BNC10813,Lebec California,Century Pacific Airlines,0,8,8
2/1/1932,Florida,Fairchild?,Fairchild?,Off Miami Florida,Airways Bimini,0,5,5
2/2/1932,California,Boeing 40,Boeing 40 NC291,Rio Vista California,Boeing Air transport,0,1,2
2/2/1932,Michigan,Stearman,Stearman C 3MBNC6411,Marcellus Michigan,Transamerica Airlines ,0,1,1
2/27/1932,Brazil,Latecoere,Latecoere 28F AJOX,Off Setiba Brazil,Aeropostale,0,3,3
3/8/1932,Illinois,Stinson,Stinson SM 6000BNC11122,Saint Louis Illinois,Lines Air Century,0,3,5
3/19/1932,California,Fokker,Fokker F 10ANC652E,Calimesa California,Airways American,0,7,7
3/21/1932,Ohio,Northrop Alpha,Northrop Alpha 3NC966Y,Steubenville Ohio,Trans Continental and Western Air,0,1,1
3/29/1932,Iraq,Farman,Farman F 190F,Rutbah Wells Iraq,Orient Air,0,3,3
3/31/1932,Ohio,Boeing,Boeing 95NC191E,Bedford Ohio,National Air transport,0,1,1
4/21/1932,Indiana,Stearman,Stearman C 3MBNC6412,Fort Wayne Indiana,Transamerica Airlines ,0,1,1
5/16/1932,California,Boeing,Boeing 40NC5589,Burbank California,Pacific Air transport,0,3,3
5/30/1932,Oregon,Boeing,Boeing 40NC830M,Portland Oregon,Varney Air Lines,0,1,2
7/16/1932,near,Ford,Ford 5 AT,Mount El Plomo near,Chile          Vitacura Panagra,0,9,9
8/12/1932,Lebanon,Cams,CAMS 53F AIQY,Beyrouth Lebanon,Orient Air,0,0,7
8/31/1932,Germany,Junkers,Junkers G 23SE,Tubergen Germany,AB Aerotransport,0,2,2
9/8/1932,Texas,Fokker,Fokker F 10NC9716,Salt Flats Texas,Airways American,0,3,4
9/17/1932,England,Liore,Liore  et,Selsdon Park England,Union Air,0,1,2
9/18/1932,Australia,De Havilland,De Havilland DH 80VH,Byron Bay Australia,Airways England New,0,3,3
10/12/1932,Mauritania,Latecoere,Latecoere 28F AJIP,Port Etienne Mauritania,Aeropostale,0,1,1
10/26/1932,Bolivia,Ford,Ford Tri motor 5?,Villa Monte Bolivia,Boliviano Aero Lloyd,0,2,2
10/29/1932,England,Junkers,Junkers W 33 D,Ramsgate England,Deutsche Lufthansa,0,2,2
11/2/1932,Germany,Junkers,Junkers F 13D,Echterpfuhl Germany,Deutsche Lufthansa,0,5,5
11/25/1932,Arkansas,Travel Air 6000,Travel Air 6000 NC369M,Marianna Arkansas,Airways Hunter,0,2,2
12/14/1932,Colorado,Boeing,Boeing 40NC281,Rocky Ridge Colorado,Boeing Air transport,0,1,1
12/14/1932,Texas,Ford,Ford 5NC9650,Amarillo Texas,Trans Continental and Western Air,0,2,2
12/26/1932,Australia,De Havilland,De Havilland DH 60VH,Wau Australia,Airways Guinea,0,1,1
1/10/1933,Algiers,Cams,CAMS 53F AISV,AlgiersAeropostale,Aeropostale,0,1,3
1/14/1933,U.S.A.,Curtiss Condor,Curtiss Condor 18NC185H,Newark New Jersey,Eastern Air transport,0,2,2
1/20/1933,Georgia,Stearman,Stearman 4N490W,Marietta Georgia,Airways American,0,1,1
1/20/1933,Texas,Stearman,Stearman 4NC11721,Bourne Texas,Airways American,0,1,1
1/24/1933,Oregon,Ford,Ford 5 AT,Eugene Oregon,Pacific Air transport,0,2,3
3/11/1933,Argentina,Fairchild,Fairchild FC 2WNC9723,Near Mendoza Argentina,Airways Grace American Pan,0,2,2
3/25/1933,California,Lockheed Orion,Lockheed Orion 9NC12226,Hayward California,Varney Airlines ,11,3,3
3/28/1933,Belgium,Armstrong Whitworth Argosy,Armstrong Whitworth Argosy IIG AACI,Near Dixmude Belgium,Airways Imperial,0,15,15
4/3/1933,Germany,Junkers,Junkers F 13D,Hemkenrode Germany,Deutsche Lufthansa,0,1,2
4/4/1933,U.S.A.,Goodyear,Goodyear  Zeppelin U.S.S. Akron (airship)ZRS,Off Barnegat New Jersey,US Navy - Military,0,73,76
4/23/1933,Calabria,Cams,Cams 53 1F,Near Castrovillari Calabria,Italy Air Orient,0,5,8
4/29/1933,Germany,Junkers,Junkers W 34D,Traunstein Germany,Eurasia,0,4,4
5/9/1933,Spain,Latecoere,Latecoere 28 1F,Near Viladrau Spain,Company Tecoere La - Aeropostale,0,6,6
6/4/1933,Virgin Islandsia,Pitcairns,Pitcairns PA 6?,Bowling Green Virgin Islandsia,Eastern Air transport,0,1,1
6/11/1933,Illinois,Sikorsky,Sikorsky S 38B (flying boat)NC,Glenview Illinois,Palwaukee,0,9,9
7/18/1933,Aegean Sea,CMASA Wal (flying,CMASA Wal (flying boat)I AZEE,Aegean SeaSocieta Anonima Aero Expresso Italiana,Societa Anonima Aero Expresso Italiana,0,6,6
8/29/1933,U.S.A.,Ford,Ford 5 AT,Quay New Jersey,Trans Continental and Western Air,0,5,5
9/12/1933,Yugoslavia,Farman,Farman F 306YU,Near Ljubljana Yugoslavia,Aeroput,0,8,8
10/10/1933,Indiana,Boeing,Boeing 247NC13304,Chesterton Indiana,United Air Lines,0,10,10
10/31/1933,France,Farman,Farman F 301F,Etobon France,Air France,0,2,5
11/9/1933,Oregon,Boeing,Boeing 247NC13345,Portland Oregon,United Air Lines,0,4,10
11/10/1933,U.S.A.,Northrop,Northrop DeltaNC12292,Moriarty New Jersey,Trans Continental and Western Air,0,0,1
11/20/1933,China,Stinson?,Stinson?,Near Tsinan China,Corporation Aviation National China,0,8,8
11/21/1933,Ukraine,Kalinin,Kalinin K 7?,Near Kharkov Ukraine,USSRKalinin,0,14,20
11/24/1933,Illinois,Boeing,Boeing 247NC13324,Wedron Illinois,National Air transport,0,2,2
12/11/1933,Germany,Focke,Focke  Wulf A,Hamburg Germany,Deutsche Lufthansa,0,6,10
12/14/1933,South,Junkers,Junkers W 34ZS,Eshowe South,Airways AfricaUnion,0,5,6
12/30/1933,Belgium,Avro,Avro 10G ABLU,Near Ruysselede Belgium,Airways Imperial,0,10,10
1/15/1934,France,Dewoitine,Dewoitine D 332F,Corbigny France,Air France,0,14,14
1/20/1934,France,Breguet,Breguet 280TF AJKX,Carombe France,Air France,0,2,2
2/23/1934,Utah,Boeing,Boeing 247NC13357,Near Salt Lake City Utah,Company Aircraft Boeing,0,8,8
2/26/1934,Morocco,Latécoère,Latécoère 28F AJPA,Rio de Oro Morocco,Air France,0,1,6
3/6/1934,Illinois,Fairchild Pilgrim,Fairchild Pilgrim 100ANC710Y,Petersburg Illinois,Airways American,0,4,4
3/10/1934,Colombia,Sikorsky,Sikorsky S 38 Flying BoatNC,Pereira Colombia,Pan American Airways (Scadta),0,5,6
3/22/1934,Peru,Ford,Ford 5 AT,Near Lima Peru,Pan American Grace Airlines,0,3,15
4/10/1934,China,Sikorsky,Sikorsky S 38BBNV17V,Ningpo Bay China,Corporation Aviation National China,0,3,3
5/9/1934,English Channel,Wibault,Wibault 282TF AMHP,English ChannelAir France,Air France,0,6,6
5/31/1934,England,Liore,Liore  et,Croydon England,Air France,0,2,2
6/9/1934,U.S.A.,Curtiss Condor,Curtiss Condor T 32NC12354,Mongaup Mountain New,Airways YorkAmerican,0,7,7
6/11/1934,Argentina,Ford,Ford 5 AT,Junin Argentina,Panagra,0,6,10
6/22/1934,Germany,Dornier,Dornier MerkurD 1445,Chausseehausen Germany,Deutsche Lufthansa,0,1,7
6/23/1934,California,Lockheed,Lockheed OrionXA BEJ,Burbank California,Aerevias Centrales Air Service,0,1,1
7/9/1934,California,Lockheed,Lockheed VegaNC32E,San Bernardino California,United Air Services,0,3,4
7/27/1934,Germany,Curtiss,Curtiss AT 32C CondorCH,Near Tuttlingen Germany,Swissair,0,12,12
8/5/1934,Brazil,Latecoere,Latecoere 26F AILK,Bahia Brazil,Air France,0,2,2
8/10/1934,China,Sikorsky,Sikorsky S 38B?,Ningbo China,Corporation Aviation National China,0,0,0
8/31/1934,Missouri,Stinson,Stinson  SM 6000BNC11118,Amazonia Missouri,Rapid Air transport,0,5,5
10/2/1934,English Channel,de havilland 89 Dragon,de havilland 89 Dragon RapideG ACPM,English ChannelHillman's Airways,Hillman's Airways,0,7,7
10/3/1934,Australia,De Havilland,de Havilland DH 50AVH,Near Winton Australia,Qantas,0,3,3
10/19/1934,Australia,De Havilland,de Havilland DH 86VH,Bass Strait Australia,Airways Holymans,0,11,11
11/2/1934,Australia,De Havilland,De Havilland DH 61VH,Kiapit Australia,Holdens Air Transport Service,0,2,4
11/15/1934,Australia,De Havilland,de Havilland DH 86VH,Near Longreach Australia,Qantas,0,4,4
11/15/1934,Montana,Stinson,Stinson SM 6000,Amazonia Montana,Rapid Air transport,0,2,2
12/7/1934,Germany,Junkers,Junkers F 13D,Salchau Germany,Deutsche Lufthansa,0,3,3
12/8/1934,Missouri,Lockheed Vega,Lockheed Vega 5CNC106W,Columbia Missouri,Braniff Airlines,0,1,1
12/10/1934,Cuba,Ford,Ford 4 AT,Palma Soriano Cuba,Aviacion de Cubana,0,4,8
12/20/1934,Syria,Douglas,Douglas DC 2,Rutbah Wells Syria,Royal Dutch Airlines KLM,0,7,7
12/22/1934,Tennessee,Lockheed Orion,Lockheed Orion 9DNC12286,Sunbright Tennessee,American Airlines,0,1,1
12/31/1934,N/A,Tupolev,Tupolev ANT 9?,?Aeroflot,Aeroflot,0,10,10
1/8/1935,Pakistan,Wapiti?,Wapiti?,Near Karachi Pakistan,Force Air Indian,15,0,2
1/26/1935,Pennsylvania,Consolidated,Consolidated FleetsterNC13212,Pittsburgh Pennsylvania,Trans Continental and Western Air,0,1,1
1/31/1935,Germany,Junkers,Junkers JU 52/3mD,Stettin Germany,Deruluft,0,11,11
2/12/1935,Californiia,Goodyear,Goodyear  Zeppelin U.S.S. Macon (airship)ZRS,Off Point Sur Californiia,U.S. Navy - Military,0,2,83
3/7/1935,Germany,Rochrbach,Rochrbach RolandD AJYP,Schievelbein Germany,Deruluft,0,0,3
3/15/1935,Egypt,de Havilland Dragon,de Havilland Dragon 1SU ABI,El Arish Egypt,Misrair,0,3,6
3/29/1935,Germany,Junkers,Junkers F 13D,Off Samland Germany,Deutsche Lufthansa,0,5,5
4/1/1935,France,Farman,Farman F 300F,Beauvais France,Air France,0,1,3
4/6/1935,Germany,Fokker,Fokker F 12PH,Brilon Germany,Royal Dutch Airlines KLM,0,7,7
5/1/1935,Colorado,Lockheed,Lockheed VegaNC891E,Near Walsenberg Colorado,Varney Air Lines,0,1,1
5/6/1935,Missouri,Douglas,Douglas DC 2,Atlanta Missouri,Trans Continental and Western Air,0,5,14
5/18/1935,Michigan,Ford model,Ford model 4 AT,Flint Michigan,Detroit of Service Flying Knowles,0,3,12
5/18/1935,Russia,Tupolev,Tupolev ANT 20 / I,Near Moscow Russia,Eskadril'ya Gor'ky,2,50,50
5/27/1935,Wyoming,Boeing,Boeing 221NC725W,Glendo Wyoming,Wyoming Air Service,0,1,1
5/28/1935,Illinois,Stinson SM6000B,Stinson SM6000B Tri motorNC10894,Maywood Illinois,Chicago and Southern Airlines ,0,2,2
5/29/1935,Honduras?,??,??,San Barbra Honduras?,N/A,0,6,9
6/24/1935,Colombia,Ford,Ford Tri Motor / Ford Tri,Medellin Colombia,SCADTA / Columbiano Aereo Servicio,0,17,20
7/14/1935,Netherlands,Fokker,Fokker F XXIIPH,Amsterdam Netherlands,Royal Dutch Airlines KLM,0,6,20
7/19/1935,Mississippi,General,General 102 ENC,Off Chandeleur Island Mississippi,Corporation Service Air Wedell-Williams,0,2,2
7/20/1935,Switzerland,Douglas,Douglas DC 2PH,Pian Giacomo Switzerland,Royal Dutch Airlines KLM,0,13,13
7/23/1935,United Arab Emirates,De Havilland,de Havilland DH 84 DragonG,Cardiff United Arab Emirates,Airways KingdomJersey,0,1,8
7/28/1935,Colombia,Junkers,Junkers W 34406,El Retiro Colombia,Colombiana Aerea Fuerza,0,5,5
8/7/1935,Egypt,Savoia,Savoia  Marchetti S,Cairo Egypt,Littoria Ala,0,7,7
8/13/1935,China,Sikorsky,Sikorsky S 38BNV40V,Hangow China,Corporation Aviation National China,0,0,0
8/14/1935,Texas,Stinson Model,Stinson Model ANC14599,Near Gilmer Texas,Delta Air Lines ,0,4,4
8/15/1935,near,Lockheed Orion 9E Explorer float,Lockheed Orion 9E Explorer float planeNR12283,Walakpa near,Alaska         Barrow Point Private,0,2,2
8/15/1935,Wyoming,"Waco, model","Waco, model YLCNC14140",Near Glendo Wyoming,Co Transit Mayflower Aero,0,3,3
9/1/1935,California,Boeing,Boeing 247NC13314,Burbank California,Express Air Western,0,3,3
9/13/1935,Panama,Ford,Ford Tri Motor?,Near Tambo Panama,Airways Panama,0,8,8
10/2/1935,Victoria,De Havilland,de Havilland DH 86VH,Off Finders Island Victoria,Australia Holyman Airways,0,5,5
10/7/1935,Wyoming,Boeing,Boeing 247DNC13317,Near Cheyenne Wyoming,United Air Lines,0,12,12
10/9/1935,Finland,Junkers,Junkers F 13OH,Gulf of FinlandAero O-Y,Aero O-Y,0,6,6
10/21/1935,U.S.A.,Curtiss,Curtiss AT 32C CondorNC725K,Troy New York,Chamberlin Flying Service,0,1,6
10/30/1935,Wyoming,Boeing,Boeing B 247,Cheyenne Wyoming,United Air Lines,0,4,4
11/2/1935,Brazil,Latécoère,Latécoère 28 1F,Off Nhambupe Brazil,Air France,0,4,4
11/9/1935,Italy,Short,Short S 17 KentG,Brindisi Italy,Airways Imperial,0,12,13
11/9/1935,Texas,Lockheed,Lockheed VegaNC980Y,Near Fort Worth Texas,Braniff Airlines,0,1,1
11/11/1935,France,Latecoere,Latecoere 28F AJPB,Istres France,Air France,0,3,3
12/4/1935,France,Caudron,Caudron C 630 SimounF,Tours France,Bleu Air,0,1,2
12/10/1935,England,Savoia,Savoia  Marchetti SM73OO,Croydon England,Sabena,0,11,11
12/24/1935,Poland,Heinkel,Heinkel He 70D,Wroctaw Poland,Deutsche Lufthansa,0,3,3
12/31/1935,Egypt,Short,Short S 8 Calcutta flying boatG,Off Alexandria Egypt,Airways Imperial,0,12,13
1/14/1936,Arkansas,Douglas,Douglas DC 2,Goodwin Arkansas,American Airlines,0,17,17
1/14/1936,Colombia,Junkers,Junkers JU 52624,Tres Esquinas Colombia,Colombiana Aerea Fuerza - Military,0,13,16
1/17/1936,Boliva,Junkers,Junkers JU 52?,Near Cordillera Boliva,Boliviano Aereo Lloyd,0,13,13
1/21/1936,Corsica,Cams,CAMS 53F AJIR,Off Ajaccio Corsica,Air France France,0,6,6
1/29/1936,Texas,Vultee,Vultee V 1NC13767,Denton Texas,American Airlines,0,1,6
2/10/1936,Atlantic Ocean,Latecoere 301 (flying,Latecoere 301 (flying boat)F ANLE,Atlantic OceanAir France,Air France,0,6,6
2/15/1936,Atlantic Ocean,Dormier,Dormier Do J,South Atlantic OceanDeutsche Lufthansa,Deutsche Lufthansa,0,4,4
3/5/1936,China,Ford,Ford 5 AT,Near Tengya China,Corporation Aviation National China,0,0,6
3/14/1936,Chile,Fairchild,Fairchild FC 219,Ovalle Chile,Chile Lan,0,5,5
3/26/1936,Mexico,Ford,Ford 5 AT,Amemeca Mexico,Mexicana,0,14,14
4/1/1936,U.S.A.,Stinson Model,Stinson Model ANC15152,Pavillon New York,American Airlines,0,2,2
4/7/1936,Pennsylvania,Douglas,Douglas DC 2,Uniontown Pennsylvania,Trans Continental and Western Air,0,12,14
4/11/1936,Trinidad,Sikorsky,Sikorsky S 42A  Flying BoatNC1537,Port of Spain Trinidad,Airways American Pan,0,3,25
4/15/1936,Italy,OFM,OFM F VIIb/3mI,Near Turin Italy,Italiane Linee Avio,0,7,7
4/17/1936,Switzerland,Junkers,Junkers JU 52D,Orvin Switzerland,Deutsche Lufthansa,0,3,5
4/21/1936,France,Fokker,Fokker F VIIOO,Senlis France,Sabena,0,2,2
4/30/1936,Switzerland,General Aviation,General Aviation GA 43HB,Basel Switzerland,Swissair,0,2,2
5/16/1936,Australia,De Havilland,De Havilland DH 60 MothVH,Mount Waverley Australia,Airways Holymans,0,2,2
6/9/1936,Sweden,Fokker,Fokker F XXIISE,Malmo Sweden,AB Aerotransport,0,1,15
6/13/1936,Germany,Junkers,Junkers JU 160D,Hannover Germany,Deutsche Lufthansa,0,1,6
6/16/1936,Norway,Junkers,Junkers JU 52/3mLN,Mt. Lihesten Norway,Luftfartskole Norske Den,0,7,7
7/15/1936,Croatia,Spartan,Spartan CruiserYU SAP,Zagreb Croatia,Aeroput,0,7,7
7/28/1936,Tajikistan,Tupolev,Tupolev ANT 9?,Kulyab Tajikistan,Aeroflot,0,6,6
7/31/1936,Jersey,Saro,Saro A 19 CloudG,Off Channel Islands Jersey,Airways Guernsey,0,10,10
8/2/1936,France,Wibault,"Wibault 280F ANBL
F",Mazamet France,Air France,0,3,3
8/3/1936,Mexico,Lockheed 9,Lockheed 9 OrionXA BAY,Ciudad Serdan,N/A,0,1,1
8/5/1936,Missouri,Lockheed 10B,Lockheed 10B ElectraNC16022,St. Louis Missouri,Chicago and Southern Airlines ,0,8,8
8/6/1936,Colombia,Junkers,Junkers F 13C,Choco Colombia,SCADTA,0,2,3
8/12/1936,Germany,De Havilland,De Havilland DH 86G,Altenkirchen Germany,Airways British,0,2,2
8/22/1936,Greece,Short,Short S 17 KentG,Mirabella Greece,Airways Imperial,0,2,11
9/5/1936,Pennsylvania,Stinson SM,Stinson SM 6000BNC117S,Near Pittsburgh Pennsylvania,Inc. Skyways Pittsburgh,0,10,11
9/24/1936,Libya,CRDA CANT,CRDA CANT Z 506I,Benghazi Libya,SA Littoria Ala,0,9,10
9/25/1936,English Channel,Boulton and Paul,Boulton and Paul P 71G,English ChannelImperial Airways,Imperial Airways,0,2,2
9/28/1936,Colorado,Lockheed  5,Lockheed  5 VegaNC176W,Walsenberg Colorado,Varney Air Lines,0,3,3
9/29/1936,Illinois,Lockheed Vega,Lockheed Vega 5CNC959Y,Napierville Illinois,Blue Bird Air Service,0,4,4
10/9/1936,North Sea,Blackburn,Blackburn B 2G,Selby North Sea,Yorkshire Aerial and General Transport,0,1,1
11/1/1936,Germany,Junkers,Junkers JU 52D,Near Tabarz Germany,Deutsche Lufthansa,0,11,15
11/17/1936,Germany,Junkers,Junkers JU 52/3mD,Nurnberg Germany,Deutsche Lufthansa,0,4,16
11/19/1936,England,Fokker,Fokker F XIIG,London England,Airways British,0,2,4
12/4/1936,France,Junkers,Junkers JU 52/3mD,Near Grenoble France,Deutsche Lufthansa,0,6,6
12/6/1936,Russia,Antonov,Antonov AN 9CCCP,Near Moscow Russia,Deruluft,0,9,14
12/7/1936,French,Latécoère 300 (float,Latécoère 300 (float plane.F AKGF,Off Dakar French,France AfricaAir West,0,5,5
12/9/1936,England,Douglas,Douglas DC 2,Croydon England,Royal Dutch Airlines KLM,0,15,17
12/15/1936,Utah,Boeing,Boeing 247DNC13370,Near Salt Lake City Utah,Express Air Western,0,7,7
12/18/1936,Idaho,Lockheed 10,Lockheed 10 ElectraNC14935,Kellogg Idaho,Northwest Orient Airlines,0,2,2
12/19/1936,Pennsylvania,Douglas,Douglas DC 2,Near Milford Pennsylvania,Eastern Air Lines ,0,0,11
12/23/1936,Texas,Lockheed 10,Lockheed 10 ElectraNC14905,Near Dallas Texas,Airways Braniff,0,6,6
12/26/1936,China,Douglas,Douglas DC 2NC14269,Nanking China,Corporation Aviation National China,0,0,0
12/27/1936,California,Boeing,Boeing 247DNC13355,Newhall California,United Air Lines,0,12,12
1/11/1937,Veracruz,Lockheed 10E,Lockheed 10E ElectraX ABEO,Near Playa V icente Veracruz,Mexico Mexicana,0,9,9
1/12/1937,California,Boeing,Boeing 247DNC13315,Near Newhall California,Express Air Western,0,5,13
1/26/1937,Algeria,Sabca,Sabca S 73OO,Oran Algeria,Sabena,0,12,12
2/9/1937,California,Douglas,Douglas DC 3ANC16073,Off San Francisco California,United Air Lines,0,11,11
2/19/1937,Queensland,Stinson Model,Stinson Model AVH UHH,McPherson Ranges Queensland,Australia Airlines of Australia,0,5,7
3/12/1937,Gambia,Heinkel,Heinkel He 111V2D,Bathurst Gambia,Deutsche Lufthansa,0,4,4
3/24/1937,France,Short,Short  S 23 (flying boat)G,Near Ouroux France,Airways Imperial,0,5,6
3/25/1937,Pennsylvania,Douglas,Douglas DC 2,Clifton Pennsylvania,Trans Continental and Western Air,0,13,13
3/26/1937,Germany,Junkers,Junkers JU 52/3mD,Wetnum Germany,Deutsche Lufthansa,0,0,6
5/6/1937,U.S.A.,Zeppelin,Zeppelin LZ 129D,Lakehurst New,Reederei Zeppelin JerseyDeutsche,1,35,97
5/20/1937,Germany,Heinkel,Heinkel He 70D,Stuttgart Germany,Deutsche Lufthansa,0,4,4
6/2/1937,N/A,Sirkorsky,Sirkorsky S 43 (flying boat)2,Desertores Island Región de Los LagosFuerzs Aerea De Chile,N/A,0,9,9
6/20/1937,N/A,Travel Air,Travel Air 6000TI 3,?ENTA,ENTA,0,6,6
7/2/1937,U.S.A.,Lockheed 10E,Lockheed 10E ElectraNR16020,Off Lae New,Foundation Reasearch Purdue - GuineaPrivate,0,2,2
7/28/1937,Belgium,Douglas,Douglas DC 2,Hal Belgium,Royal Dutch Airlines KLM,0,15,15
8/2/1937,Panama,Sikorsky,Sikorsky S 43NC15065,Off Cristobal Panama,Airways Grace American Pan,0,14,14
8/2/1937,Sudan,Savoia,Savoia  Marchetti SM73I,Wadi Halfa Sudan,Littoria Ala,0,9,9
8/6/1937,Romania,Douglas,Douglas DC 2CCCP,Bistrita Romania,Aeroflot,0,5,5
8/8/1937,Bias,Sikorsky,Sikorsky S 43NC16930,Chilang Point Bias,China          Bay China National Aviation Corporation,0,3,11
8/10/1937,Florida,Douglas,Douglas DC 2NC,Daytona Beach Florida,Eastern Air Lines ,0,4,9
8/23/1937,Argentina,Douglas,Douglas DC 2NC14298,San Luis Argentina,Airways Grace American Pan,0,3,3
8/27/1937,Papua,Stinson,Stinson SR 7 ReliantVH,Wau Papua,Airways GuineaGuinea New,1,1,1
10/1/1937,Greece,Short Empire flying,Short Empire flying boatG ADVC,Phaleron Bay Greece,Airways Imperial,0,2,14
10/6/1937,Netherlands,Douglas,Douglas DC 3PH,Palembang Netherlands,KLM Royal Dutch Airlines,0,4,11
