Crash Date,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Sum of Fatalities(ground),Sum of Fatalities (air),Sum of Aboard
1931-04-14,Germany,Messerschmitt,Messerschmitt M 20D,Near Letschen Germany,Deutsche Lufthansa,0,2,10
1931-05-05,California,Boeing,Boeing 40NC5390,Burbank California,Pacific Air transport,0,2,2
1931-05-22,Australia,Junkers,Junkers W 34VH,Wampit Australia,Airways Guiena,0,1,1
1931-05-24,Pennsylvania,Boeing,Boeing 95NC397E,Bellefonte Pennsylvania,National Air transport,0,1,1
1931-06-07,Burma,Fokker,Fokker F VIIBPH,Near Sandoway Burma,Orient Air,0,4,4
1931-06-11,Ohio,Lockheed Vega,Lockheed Vega 2NC857E,Walbridge Ohio,Rubner Flying Service,0,2,3
1931-06-13,Germany,Dornier,Dornier MerkurD 1455,Saarbrucken Germany,Deutsche Lufthansa,0,4,4
1931-07-12,Illinois,Lockheed,Lockheed VegaNC8497,Chicago Illinois,Braniff Airlines,0,2,2
1931-07-14,Australia,Lasco,Lasco LascowlVH UGF,Temora Australia,Australian Aerial Services,0,2,2
1931-07-21,Illinois,Pitcairn,Pitcairn PA 6 Mailwing?,Central African Republicia Illinois,Airways American,0,1,1
1931-07-24,Bulgaria,Fokker,Fokker F VIIF,Kurudjevo Bulgaria,CIDNA,0,7,7
1931-08-09,Ohio,Ford,Ford 5 AT,Cincinnati Ohio,Airways American,0,6,6
1931-09-14,Illinois,Lockheed,Lockheed VegaNC606,Chicago Illinois,Airways Chicago-Detroit,0,1,1
1931-09-15,Oltenia,Fokker,Fokker F VIIb,Near Craiova Oltenia,Romania CIDNA,0,6,6
1931-09-16,California,Boeing,Boeing 40NC10347,Oakland California,Pacific Air transport,0,4,4
1931-10-06,Canada,Heinkel,Heinkel HE 2D,Novia Scotia Canada,Deutsche Lufthansa,0,3,3
1931-10-14,Brazil,Dornier,Dornier WalP BALSA,BrazilSyndicato Condor,Condor,0,3,3
1931-11-05,U.S.A.,Lockheed Orion,Lockheed Orion 9NC12221,Camden New Jersey,NY,0,5,5
1931-11-13,South,De Havilland,De Havilland DH.80ZS ACD,Sir Lowry's pass South,Airways AfricaUnion,0,3,3
1931-11-23,Utah,Boeing,Boeing 40NC7465,Salt Lake City Utah,Boeing Air transport,0,1,1
1931-11-24,China,Stinson?,Stinson?,Near Tsinan China,Corporation Aviation National China,0,3,3
1931-11-26,Washington,Boeing,Boeing 40NC10338,Pasco Washington,Varney Air Lines,0,1,1
1931-12-05,Illinois,Lockheed Vega,Lockheed Vega 5NC433E,Kewanee Illinois,Airways Braniff,0,2,6
1931-12-06,Thailand,Fokker,Fokker F VIIb,Bangkok Thailand,Royal Dutch Airlines KLM,0,5,7
1931-12-09,Algiers,Cams,CAMS 56F AIOX,Off AlgiersAeropostale,Aeropostale,0,2,2
1931-12-31,Ohio,Fairchild Pilgrim,Fairchild Pilgrim 100A?,Springfield Ohio,Airways American,0,4,5
1932-01-21,Ilinois,Stinson,Stinson SM 2ANC443H,Colvin Park Ilinois,Airways Northwest,0,1,1
1932-01-29,California,Stinson,Stinson SM 6000BNC10813,Lebec California,Century Pacific Airlines,0,8,8
1932-02-01,Florida,Fairchild?,Fairchild?,Off Miami Florida,Airways Bimini,0,5,5
1932-02-02,California,Boeing 40,Boeing 40 NC291,Rio Vista California,Boeing Air transport,0,1,2
1932-02-02,Michigan,Stearman,Stearman C 3MBNC6411,Marcellus Michigan,Transamerica Airlines ,0,1,1
1932-02-27,Brazil,Latecoere,Latecoere 28F AJOX,Off Setiba Brazil,Aeropostale,0,3,3
1932-03-08,Illinois,Stinson,Stinson SM 6000BNC11122,Saint Louis Illinois,Lines Air Century,0,3,5
1932-03-19,California,Fokker,Fokker F 10ANC652E,Calimesa California,Airways American,0,7,7
1932-03-21,Ohio,Northrop Alpha,Northrop Alpha 3NC966Y,Steubenville Ohio,Trans Continental and Western Air,0,1,1
1932-03-29,Iraq,Farman,Farman F 190F,Rutbah Wells Iraq,Orient Air,0,3,3
1932-03-31,Ohio,Boeing,Boeing 95NC191E,Bedford Ohio,National Air transport,0,1,1
1932-04-21,Indiana,Stearman,Stearman C 3MBNC6412,Fort Wayne Indiana,Transamerica Airlines ,0,1,1
1932-05-16,California,Boeing,Boeing 40NC5589,Burbank California,Pacific Air transport,0,3,3
1932-05-30,Oregon,Boeing,Boeing 40NC830M,Portland Oregon,Varney Air Lines,0,1,2
1932-07-16,near,Ford,Ford 5 AT,Mount El Plomo near,Chile          Vitacura Panagra,0,9,9
1932-08-12,Lebanon,Cams,CAMS 53F AIQY,Beyrouth Lebanon,Orient Air,0,0,7
1932-08-31,Germany,Junkers,Junkers G 23SE,Tubergen Germany,AB Aerotransport,0,2,2
1932-09-08,Texas,Fokker,Fokker F 10NC9716,Salt Flats Texas,Airways American,0,3,4
1932-09-17,England,Liore,Liore  et,Selsdon Park England,Union Air,0,1,2
1932-09-18,Australia,De Havilland,De Havilland DH 80VH,Byron Bay Australia,Airways England New,0,3,3
1932-10-12,Mauritania,Latecoere,Latecoere 28F AJIP,Port Etienne Mauritania,Aeropostale,0,1,1
1932-10-26,Bolivia,Ford,Ford Tri motor 5?,Villa Monte Bolivia,Boliviano Aero Lloyd,0,2,2
1932-10-29,England,Junkers,Junkers W 33 D,Ramsgate England,Deutsche Lufthansa,0,2,2
1932-11-02,Germany,Junkers,Junkers F 13D,Echterpfuhl Germany,Deutsche Lufthansa,0,5,5
1932-11-25,Arkansas,Travel Air 6000,Travel Air 6000 NC369M,Marianna Arkansas,Airways Hunter,0,2,2
1932-12-14,Colorado,Boeing,Boeing 40NC281,Rocky Ridge Colorado,Boeing Air transport,0,1,1
1932-12-14,Texas,Ford,Ford 5NC9650,Amarillo Texas,Trans Continental and Western Air,0,2,2
1932-12-26,Australia,De Havilland,De Havilland DH 60VH,Wau Australia,Airways Guinea,0,1,1
1933-01-10,Algiers,Cams,CAMS 53F AISV,AlgiersAeropostale,Aeropostale,0,1,3
1933-01-14,U.S.A.,Curtiss Condor,Curtiss Condor 18NC185H,Newark New Jersey,Eastern Air transport,0,2,2
1933-01-20,Georgia,Stearman,Stearman 4N490W,Marietta Georgia,Airways American,0,1,1
1933-01-20,Texas,Stearman,Stearman 4NC11721,Bourne Texas,Airways American,0,1,1
1933-01-24,Oregon,Ford,Ford 5 AT,Eugene Oregon,Pacific Air transport,0,2,3
1933-03-11,Argentina,Fairchild,Fairchild FC 2WNC9723,Near Mendoza Argentina,Airways Grace American Pan,0,2,2
1933-03-25,California,Lockheed Orion,Lockheed Orion 9NC12226,Hayward California,Varney Airlines ,11,3,3
1933-03-28,Belgium,Armstrong Whitworth Argosy,Armstrong Whitworth Argosy IIG AACI,Near Dixmude Belgium,Airways Imperial,0,15,15
1933-04-03,Germany,Junkers,Junkers F 13D,Hemkenrode Germany,Deutsche Lufthansa,0,1,2
1933-04-04,U.S.A.,Goodyear,Goodyear  Zeppelin U.S.S. Akron (airship)ZRS,Off Barnegat New Jersey,US Navy - Military,0,73,76
1933-04-23,Calabria,Cams,Cams 53 1F,Near Castrovillari Calabria,Italy Air Orient,0,5,8
1933-04-29,Germany,Junkers,Junkers W 34D,Traunstein Germany,Eurasia,0,4,4
1933-05-09,Spain,Latecoere,Latecoere 28 1F,Near Viladrau Spain,Company Tecoere La - Aeropostale,0,6,6
1933-06-04,Virgin Islandsia,Pitcairns,Pitcairns PA 6?,Bowling Green Virgin Islandsia,Eastern Air transport,0,1,1
1933-06-11,Illinois,Sikorsky,Sikorsky S 38B (flying boat)NC,Glenview Illinois,Palwaukee,0,9,9
1933-07-18,Aegean Sea,CMASA Wal (flying,CMASA Wal (flying boat)I AZEE,Aegean SeaSocieta Anonima Aero Expresso Italiana,Societa Anonima Aero Expresso Italiana,0,6,6
1933-08-29,U.S.A.,Ford,Ford 5 AT,Quay New Jersey,Trans Continental and Western Air,0,5,5
1933-09-12,Yugoslavia,Farman,Farman F 306YU,Near Ljubljana Yugoslavia,Aeroput,0,8,8
1933-10-10,Indiana,Boeing,Boeing 247NC13304,Chesterton Indiana,United Air Lines,0,10,10
1933-10-31,France,Farman,Farman F 301F,Etobon France,Air France,0,2,5
1933-11-09,Oregon,Boeing,Boeing 247NC13345,Portland Oregon,United Air Lines,0,4,10
1933-11-10,U.S.A.,Northrop,Northrop DeltaNC12292,Moriarty New Jersey,Trans Continental and Western Air,0,0,1
1933-11-20,China,Stinson?,Stinson?,Near Tsinan China,Corporation Aviation National China,0,8,8
1933-11-21,Ukraine,Kalinin,Kalinin K 7?,Near Kharkov Ukraine,USSRKalinin,0,14,20
1933-11-24,Illinois,Boeing,Boeing 247NC13324,Wedron Illinois,National Air transport,0,2,2
1933-12-11,Germany,Focke,Focke  Wulf A,Hamburg Germany,Deutsche Lufthansa,0,6,10
1933-12-14,South,Junkers,Junkers W 34ZS,Eshowe South,Airways AfricaUnion,0,5,6
1933-12-30,Belgium,Avro,Avro 10G ABLU,Near Ruysselede Belgium,Airways Imperial,0,10,10
1934-01-15,France,Dewoitine,Dewoitine D 332F,Corbigny France,Air France,0,14,14
1934-01-20,France,Breguet,Breguet 280TF AJKX,Carombe France,Air France,0,2,2
1934-02-23,Utah,Boeing,Boeing 247NC13357,Near Salt Lake City Utah,Company Aircraft Boeing,0,8,8
1934-02-26,Morocco,Latécoère,Latécoère 28F AJPA,Rio de Oro Morocco,Air France,0,1,6
1934-03-06,Illinois,Fairchild Pilgrim,Fairchild Pilgrim 100ANC710Y,Petersburg Illinois,Airways American,0,4,4
1934-03-10,Colombia,Sikorsky,Sikorsky S 38 Flying BoatNC,Pereira Colombia,Pan American Airways (Scadta),0,5,6
1934-03-22,Peru,Ford,Ford 5 AT,Near Lima Peru,Pan American Grace Airlines,0,3,15
1934-04-10,China,Sikorsky,Sikorsky S 38BBNV17V,Ningpo Bay China,Corporation Aviation National China,0,3,3
1934-05-09,English Channel,Wibault,Wibault 282TF AMHP,English ChannelAir France,Air France,0,6,6
1934-05-31,England,Liore,Liore  et,Croydon England,Air France,0,2,2
1934-06-09,U.S.A.,Curtiss Condor,Curtiss Condor T 32NC12354,Mongaup Mountain New,Airways YorkAmerican,0,7,7
1934-06-11,Argentina,Ford,Ford 5 AT,Junin Argentina,Panagra,0,6,10
1934-06-22,Germany,Dornier,Dornier MerkurD 1445,Chausseehausen Germany,Deutsche Lufthansa,0,1,7
1934-06-23,California,Lockheed,Lockheed OrionXA BEJ,Burbank California,Aerevias Centrales Air Service,0,1,1
1934-07-09,California,Lockheed,Lockheed VegaNC32E,San Bernardino California,United Air Services,0,3,4
1934-07-27,Germany,Curtiss,Curtiss AT 32C CondorCH,Near Tuttlingen Germany,Swissair,0,12,12
1934-08-05,Brazil,Latecoere,Latecoere 26F AILK,Bahia Brazil,Air France,0,2,2
1934-08-10,China,Sikorsky,Sikorsky S 38B?,Ningbo China,Corporation Aviation National China,0,0,0
1934-08-31,Missouri,Stinson,Stinson  SM 6000BNC11118,Amazonia Missouri,Rapid Air transport,0,5,5
1934-10-02,English Channel,de havilland 89 Dragon,de havilland 89 Dragon RapideG ACPM,English ChannelHillman's Airways,Hillman's Airways,0,7,7
1934-10-03,Australia,De Havilland,de Havilland DH 50AVH,Near Winton Australia,Qantas,0,3,3
1934-10-19,Australia,De Havilland,de Havilland DH 86VH,Bass Strait Australia,Airways Holymans,0,11,11
1934-11-02,Australia,De Havilland,De Havilland DH 61VH,Kiapit Australia,Holdens Air Transport Service,0,2,4
1934-11-15,Australia,De Havilland,de Havilland DH 86VH,Near Longreach Australia,Qantas,0,4,4
1934-11-15,Montana,Stinson,Stinson SM 6000,Amazonia Montana,Rapid Air transport,0,2,2
1934-12-07,Germany,Junkers,Junkers F 13D,Salchau Germany,Deutsche Lufthansa,0,3,3
1934-12-08,Missouri,Lockheed Vega,Lockheed Vega 5CNC106W,Columbia Missouri,Braniff Airlines,0,1,1
1934-12-10,Cuba,Ford,Ford 4 AT,Palma Soriano Cuba,Aviacion de Cubana,0,4,8
1934-12-20,Syria,Douglas,Douglas DC 2,Rutbah Wells Syria,Royal Dutch Airlines KLM,0,7,7
1934-12-22,Tennessee,Lockheed Orion,Lockheed Orion 9DNC12286,Sunbright Tennessee,American Airlines,0,1,1
1934-12-31,,Tupolev,Tupolev ANT 9?,?Aeroflot,Aeroflot,0,10,10
1935-01-08,Pakistan,Wapiti?,Wapiti?,Near Karachi Pakistan,Force Air Indian,15,0,2
1935-01-26,Pennsylvania,Consolidated,Consolidated FleetsterNC13212,Pittsburgh Pennsylvania,Trans Continental and Western Air,0,1,1
1935-01-31,Germany,Junkers,Junkers JU 52/3mD,Stettin Germany,Deruluft,0,11,11
1935-02-12,Californiia,Goodyear,Goodyear  Zeppelin U.S.S. Macon (airship)ZRS,Off Point Sur Californiia,U.S. Navy - Military,0,2,83
1935-03-07,Germany,Rochrbach,Rochrbach RolandD AJYP,Schievelbein Germany,Deruluft,0,0,3
1935-03-15,Egypt,de Havilland Dragon,de Havilland Dragon 1SU ABI,El Arish Egypt,Misrair,0,3,6
1935-03-29,Germany,Junkers,Junkers F 13D,Off Samland Germany,Deutsche Lufthansa,0,5,5
1935-04-01,France,Farman,Farman F 300F,Beauvais France,Air France,0,1,3
1935-04-06,Germany,Fokker,Fokker F 12PH,Brilon Germany,Royal Dutch Airlines KLM,0,7,7
1935-05-01,Colorado,Lockheed,Lockheed VegaNC891E,Near Walsenberg Colorado,Varney Air Lines,0,1,1
1935-05-06,Missouri,Douglas,Douglas DC 2,Atlanta Missouri,Trans Continental and Western Air,0,5,14
1935-05-18,Michigan,Ford model,Ford model 4 AT,Flint Michigan,Detroit of Service Flying Knowles,0,3,12
1935-05-18,Russia,Tupolev,Tupolev ANT 20 / I,Near Moscow Russia,Eskadril'ya Gor'ky,2,50,50
1935-05-27,Wyoming,Boeing,Boeing 221NC725W,Glendo Wyoming,Wyoming Air Service,0,1,1
1935-05-28,Illinois,Stinson SM6000B,Stinson SM6000B Tri motorNC10894,Maywood Illinois,Chicago and Southern Airlines ,0,2,2
1935-05-29,Honduras?,??,??,San Barbra Honduras?,,0,6,9
1935-06-24,Colombia,Ford,Ford Tri Motor / Ford Tri,Medellin Colombia,SCADTA / Columbiano Aereo Servicio,0,17,20
1935-07-14,Netherlands,Fokker,Fokker F XXIIPH,Amsterdam Netherlands,Royal Dutch Airlines KLM,0,6,20
1935-07-19,Mississippi,General,General 102 ENC,Off Chandeleur Island Mississippi,Corporation Service Air Wedell-Williams,0,2,2
1935-07-20,Switzerland,Douglas,Douglas DC 2PH,Pian Giacomo Switzerland,Royal Dutch Airlines KLM,0,13,13
1935-07-23,United Arab Emirates,De Havilland,de Havilland DH 84 DragonG,Cardiff United Arab Emirates,Airways KingdomJersey,0,1,8
1935-07-28,Colombia,Junkers,Junkers W 34406,El Retiro Colombia,Colombiana Aerea Fuerza,0,5,5
1935-08-07,Egypt,Savoia,Savoia  Marchetti S,Cairo Egypt,Littoria Ala,0,7,7
1935-08-13,China,Sikorsky,Sikorsky S 38BNV40V,Hangow China,Corporation Aviation National China,0,0,0
1935-08-14,Texas,Stinson Model,Stinson Model ANC14599,Near Gilmer Texas,Delta Air Lines ,0,4,4
1935-08-15,near,Lockheed Orion 9E Explorer float,Lockheed Orion 9E Explorer float planeNR12283,Walakpa near,Alaska         Barrow Point Private,0,2,2
1935-08-15,Wyoming,"Waco, model","Waco, model YLCNC14140",Near Glendo Wyoming,Co Transit Mayflower Aero,0,3,3
1935-09-01,California,Boeing,Boeing 247NC13314,Burbank California,Express Air Western,0,3,3
1935-09-13,Panama,Ford,Ford Tri Motor?,Near Tambo Panama,Airways Panama,0,8,8
1935-10-02,Victoria,De Havilland,de Havilland DH 86VH,Off Finders Island Victoria,Australia Holyman Airways,0,5,5
1935-10-07,Wyoming,Boeing,Boeing 247DNC13317,Near Cheyenne Wyoming,United Air Lines,0,12,12
1935-10-09,Finland,Junkers,Junkers F 13OH,Gulf of FinlandAero O-Y,Aero O-Y,0,6,6
1935-10-21,U.S.A.,Curtiss,Curtiss AT 32C CondorNC725K,Troy New York,Chamberlin Flying Service,0,1,6
1935-10-30,Wyoming,Boeing,Boeing B 247,Cheyenne Wyoming,United Air Lines,0,4,4
1935-11-02,Brazil,Latécoère,Latécoère 28 1F,Off Nhambupe Brazil,Air France,0,4,4
1935-11-09,Italy,Short,Short S 17 KentG,Brindisi Italy,Airways Imperial,0,12,13
1935-11-09,Texas,Lockheed,Lockheed VegaNC980Y,Near Fort Worth Texas,Braniff Airlines,0,1,1
1935-11-11,France,Latecoere,Latecoere 28F AJPB,Istres France,Air France,0,3,3
1935-12-04,France,Caudron,Caudron C 630 SimounF,Tours France,Bleu Air,0,1,2
1935-12-10,England,Savoia,Savoia  Marchetti SM73OO,Croydon England,Sabena,0,11,11
1935-12-24,Poland,Heinkel,Heinkel He 70D,Wroctaw Poland,Deutsche Lufthansa,0,3,3
1935-12-31,Egypt,Short,Short S 8 Calcutta flying boatG,Off Alexandria Egypt,Airways Imperial,0,12,13
1936-01-14,Arkansas,Douglas,Douglas DC 2,Goodwin Arkansas,American Airlines,0,17,17
1936-01-14,Colombia,Junkers,Junkers JU 52624,Tres Esquinas Colombia,Colombiana Aerea Fuerza - Military,0,13,16
1936-01-17,Boliva,Junkers,Junkers JU 52?,Near Cordillera Boliva,Boliviano Aereo Lloyd,0,13,13
1936-01-21,Corsica,Cams,CAMS 53F AJIR,Off Ajaccio Corsica,Air France France,0,6,6
1936-01-29,Texas,Vultee,Vultee V 1NC13767,Denton Texas,American Airlines,0,1,6
1936-02-10,Atlantic Ocean,Latecoere 301 (flying,Latecoere 301 (flying boat)F ANLE,Atlantic OceanAir France,Air France,0,6,6
1936-02-15,Atlantic Ocean,Dormier,Dormier Do J,South Atlantic OceanDeutsche Lufthansa,Deutsche Lufthansa,0,4,4
1936-03-05,China,Ford,Ford 5 AT,Near Tengya China,Corporation Aviation National China,0,0,6
1936-03-14,Chile,Fairchild,Fairchild FC 219,Ovalle Chile,Chile Lan,0,5,5
1936-03-26,Mexico,Ford,Ford 5 AT,Amemeca Mexico,Mexicana,0,14,14
1936-04-01,U.S.A.,Stinson Model,Stinson Model ANC15152,Pavillon New York,American Airlines,0,2,2
1936-04-07,Pennsylvania,Douglas,Douglas DC 2,Uniontown Pennsylvania,Trans Continental and Western Air,0,12,14
1936-04-11,Trinidad,Sikorsky,Sikorsky S 42A  Flying BoatNC1537,Port of Spain Trinidad,Airways American Pan,0,3,25
1936-04-15,Italy,OFM,OFM F VIIb/3mI,Near Turin Italy,Italiane Linee Avio,0,7,7
1936-04-17,Switzerland,Junkers,Junkers JU 52D,Orvin Switzerland,Deutsche Lufthansa,0,3,5
1936-04-21,France,Fokker,Fokker F VIIOO,Senlis France,Sabena,0,2,2
1936-04-30,Switzerland,General Aviation,General Aviation GA 43HB,Basel Switzerland,Swissair,0,2,2
1936-05-16,Australia,De Havilland,De Havilland DH 60 MothVH,Mount Waverley Australia,Airways Holymans,0,2,2
1936-06-09,Sweden,Fokker,Fokker F XXIISE,Malmo Sweden,AB Aerotransport,0,1,15
1936-06-13,Germany,Junkers,Junkers JU 160D,Hannover Germany,Deutsche Lufthansa,0,1,6
1936-06-16,Norway,Junkers,Junkers JU 52/3mLN,Mt. Lihesten Norway,Luftfartskole Norske Den,0,7,7
1936-07-15,Croatia,Spartan,Spartan CruiserYU SAP,Zagreb Croatia,Aeroput,0,7,7
1936-07-28,Tajikistan,Tupolev,Tupolev ANT 9?,Kulyab Tajikistan,Aeroflot,0,6,6
1936-07-31,Jersey,Saro,Saro A 19 CloudG,Off Channel Islands Jersey,Airways Guernsey,0,10,10
1936-08-02,France,Wibault,"Wibault 280F ANBL
F",Mazamet France,Air France,0,3,3
1936-08-03,Mexico,Lockheed 9,Lockheed 9 OrionXA BAY,Ciudad Serdan,,0,1,1
1936-08-05,Missouri,Lockheed 10B,Lockheed 10B ElectraNC16022,St. Louis Missouri,Chicago and Southern Airlines ,0,8,8
1936-08-06,Colombia,Junkers,Junkers F 13C,Choco Colombia,SCADTA,0,2,3
1936-08-12,Germany,De Havilland,De Havilland DH 86G,Altenkirchen Germany,Airways British,0,2,2
1936-08-22,Greece,Short,Short S 17 KentG,Mirabella Greece,Airways Imperial,0,2,11
1936-09-05,Pennsylvania,Stinson SM,Stinson SM 6000BNC117S,Near Pittsburgh Pennsylvania,Inc. Skyways Pittsburgh,0,10,11
1936-09-24,Libya,CRDA CANT,CRDA CANT Z 506I,Benghazi Libya,SA Littoria Ala,0,9,10
1936-09-25,English Channel,Boulton and Paul,Boulton and Paul P 71G,English ChannelImperial Airways,Imperial Airways,0,2,2
1936-09-28,Colorado,Lockheed  5,Lockheed  5 VegaNC176W,Walsenberg Colorado,Varney Air Lines,0,3,3
1936-09-29,Illinois,Lockheed Vega,Lockheed Vega 5CNC959Y,Napierville Illinois,Blue Bird Air Service,0,4,4
1936-10-09,North Sea,Blackburn,Blackburn B 2G,Selby North Sea,Yorkshire Aerial and General Transport,0,1,1
1936-11-01,Germany,Junkers,Junkers JU 52D,Near Tabarz Germany,Deutsche Lufthansa,0,11,15
1936-11-17,Germany,Junkers,Junkers JU 52/3mD,Nurnberg Germany,Deutsche Lufthansa,0,4,16
1936-11-19,England,Fokker,Fokker F XIIG,London England,Airways British,0,2,4
1936-12-04,France,Junkers,Junkers JU 52/3mD,Near Grenoble France,Deutsche Lufthansa,0,6,6
1936-12-06,Russia,Antonov,Antonov AN 9CCCP,Near Moscow Russia,Deruluft,0,9,14
1936-12-07,French,Latécoère 300 (float,Latécoère 300 (float plane.F AKGF,Off Dakar French,France AfricaAir West,0,5,5
1936-12-09,England,Douglas,Douglas DC 2,Croydon England,Royal Dutch Airlines KLM,0,15,17
1936-12-15,Utah,Boeing,Boeing 247DNC13370,Near Salt Lake City Utah,Express Air Western,0,7,7
1936-12-18,Idaho,Lockheed 10,Lockheed 10 ElectraNC14935,Kellogg Idaho,Northwest Orient Airlines,0,2,2
1936-12-19,Pennsylvania,Douglas,Douglas DC 2,Near Milford Pennsylvania,Eastern Air Lines ,0,0,11
1936-12-23,Texas,Lockheed 10,Lockheed 10 ElectraNC14905,Near Dallas Texas,Airways Braniff,0,6,6
1936-12-26,China,Douglas,Douglas DC 2NC14269,Nanking China,Corporation Aviation National China,0,0,0
1936-12-27,California,Boeing,Boeing 247DNC13355,Newhall California,United Air Lines,0,12,12
1937-01-11,Veracruz,Lockheed 10E,Lockheed 10E ElectraX ABEO,Near Playa V icente Veracruz,Mexico Mexicana,0,9,9
1937-01-12,California,Boeing,Boeing 247DNC13315,Near Newhall California,Express Air Western,0,5,13
1937-01-26,Algeria,Sabca,Sabca S 73OO,Oran Algeria,Sabena,0,12,12
1937-02-09,California,Douglas,Douglas DC 3ANC16073,Off San Francisco California,United Air Lines,0,11,11
1937-02-19,Queensland,Stinson Model,Stinson Model AVH UHH,McPherson Ranges Queensland,Australia Airlines of Australia,0,5,7
1937-03-12,Gambia,Heinkel,Heinkel He 111V2D,Bathurst Gambia,Deutsche Lufthansa,0,4,4
1937-03-24,France,Short,Short  S 23 (flying boat)G,Near Ouroux France,Airways Imperial,0,5,6
1937-03-25,Pennsylvania,Douglas,Douglas DC 2,Clifton Pennsylvania,Trans Continental and Western Air,0,13,13
1937-03-26,Germany,Junkers,Junkers JU 52/3mD,Wetnum Germany,Deutsche Lufthansa,0,0,6
1937-05-06,U.S.A.,Zeppelin,Zeppelin LZ 129D,Lakehurst New,Reederei Zeppelin JerseyDeutsche,1,35,97
1937-05-20,Germany,Heinkel,Heinkel He 70D,Stuttgart Germany,Deutsche Lufthansa,0,4,4
1937-06-02,,Sirkorsky,Sirkorsky S 43 (flying boat)2,Desertores Island Región de Los LagosFuerzs Aerea De Chile,,0,9,9
1937-06-20,,Travel Air,Travel Air 6000TI 3,?ENTA,ENTA,0,6,6
1937-07-02,U.S.A.,Lockheed 10E,Lockheed 10E ElectraNR16020,Off Lae New,Foundation Reasearch Purdue - GuineaPrivate,0,2,2
1937-07-28,Belgium,Douglas,Douglas DC 2,Hal Belgium,Royal Dutch Airlines KLM,0,15,15
1937-08-02,Panama,Sikorsky,Sikorsky S 43NC15065,Off Cristobal Panama,Airways Grace American Pan,0,14,14
1937-08-02,Sudan,Savoia,Savoia  Marchetti SM73I,Wadi Halfa Sudan,Littoria Ala,0,9,9
1937-08-06,Romania,Douglas,Douglas DC 2CCCP,Bistrita Romania,Aeroflot,0,5,5
1937-08-08,Bias,Sikorsky,Sikorsky S 43NC16930,Chilang Point Bias,China          Bay China National Aviation Corporation,0,3,11
1937-08-10,Florida,Douglas,Douglas DC 2NC,Daytona Beach Florida,Eastern Air Lines ,0,4,9
